MonthsActive,AvgOrderValue,NumOrdersLastQuarter,Region,NextMonthSpend
9,44.05,2,South,64.02
31,27.74,7,South,89.75
22,75.05,3,East,102.33
39,41.65,4,South,102.72
39,34.92,7,South,128.09
18,55.24,4,North,89.22
18,47.77,3,North,108.35
6,29.75,7,West,87.0
18,31.43,6,East,91.59
50,62.47,6,East,134.74
40,42.0,3,South,77.09
57,66.96,2,West,105.65
56,57.89,8,South,126.18
52,83.01,4,South,129.86
11,39.14,6,North,114.76
21,59.92,3,East,129.18
4,70.48,5,East,127.11
6,42.5,1,West,33.44
14,85.7,5,North,137.0
17,28.04,8,North,104.94
1,39.13,9,North,102.47
51,27.62,4,South,67.1
32,40.68,7,South,127.13
40,51.32,6,South,112.79
40,76.14,3,North,140.68
59,51.31,6,North,140.91
9,43.03,6,West,94.13
21,29.38,6,East,79.8
19,33.59,3,North,86.21
34,61.81,4,East,108.53
32,77.68,5,North,133.48
48,46.17,2,South,97.65
34,88.62,6,North,164.31
15,37.34,6,West,61.16
34,46.7,6,South,96.67
58,48.31,8,North,133.14
35,100.66,2,North,132.51
36,57.6,3,East,119.7
11,26.59,3,South,58.14
1,79.89,6,East,89.5
13,114.25,6,North,212.2
2,49.41,4,North,91.08
28,38.14,8,North,138.56
53,77.15,5,West,123.53
27,119.79,6,West,161.53
39,76.67,5,East,129.22
52,28.53,2,North,93.76
46,73.84,8,North,162.92
40,64.18,2,East,87.82
48,37.27,3,East,99.15
17,91.43,8,North,166.64
26,65.06,6,South,121.2
24,92.39,4,West,135.41
48,35.71,4,North,130.82
25,64.04,4,South,110.73
57,38.17,5,West,88.14
12,60.28,6,North,120.88
11,98.58,5,South,137.63
43,30.86,2,East,80.11
46,31.58,8,West,107.65
41,80.01,9,North,170.69
19,54.29,5,South,111.14
1,87.23,4,South,110.7
20,39.53,6,East,94.24
28,55.73,4,West,108.4
25,71.9,10,West,148.74
56,59.39,7,East,124.67
52,26.7,8,East,92.29
47,168.85,5,North,229.45
2,59.44,4,South,89.0
8,31.94,5,North,71.54
27,61.91,8,West,105.07
38,64.82,5,North,140.54
41,81.25,2,South,111.26
18,79.11,5,West,129.35
7,50.12,6,East,108.26
20,27.42,6,East,73.99
48,65.66,4,South,78.63
60,28.3,5,West,81.03
57,88.77,6,North,151.82
36,40.73,2,West,78.06
6,70.39,5,West,120.55
59,41.99,4,West,80.8
10,44.84,6,North,93.0
17,39.63,2,East,66.84
59,72.71,6,North,150.0
31,42.58,5,East,124.67
12,74.25,5,North,119.45
31,43.03,3,North,97.61
5,49.77,4,North,89.05
19,55.38,7,West,107.15
58,58.06,5,North,139.72
18,37.72,1,South,50.3
54,72.35,8,East,155.8
33,48.98,6,North,122.26
40,67.87,8,East,133.51
43,54.24,5,East,130.08
34,69.03,3,South,100.65
3,46.31,6,North,117.18
56,39.81,3,West,69.09
29,64.76,3,South,117.74
40,44.81,7,East,114.24
34,97.86,4,North,166.81
40,56.1,8,South,117.22
22,31.52,6,West,68.95
51,43.2,6,South,119.29
14,36.61,6,West,80.41
40,83.86,9,South,146.68
35,74.4,6,North,173.83
31,53.28,4,West,83.04
2,61.32,6,South,81.0
24,52.72,1,North,100.03
3,77.03,4,South,107.76
31,67.22,3,East,124.73
42,72.24,5,East,143.54
32,50.57,5,East,106.63
46,42.41,3,West,85.84
22,71.24,6,North,145.3
19,101.55,5,South,132.4
27,84.98,7,West,145.81
14,102.79,4,North,170.58
49,58.25,5,West,117.72
49,37.04,7,North,113.4
25,38.38,6,South,104.05
48,94.81,9,West,173.78
2,25.93,5,North,66.42
10,99.67,4,South,133.63
17,39.84,5,West,68.16
24,117.84,3,East,137.31
14,53.08,4,East,88.99
31,72.9,1,North,91.68
48,141.74,3,East,177.19
28,47.84,5,South,101.02
27,47.52,4,North,103.36
4,41.35,7,North,118.5
17,36.57,2,West,68.89
49,47.85,3,West,87.63
49,43.73,4,North,108.33
7,33.11,6,North,80.75
2,50.19,1,North,79.81
50,65.36,3,North,109.06
11,38.15,5,South,65.19
35,51.16,5,North,114.64
50,95.83,4,West,111.56
48,30.94,3,North,70.58
34,118.23,6,West,173.09
23,41.7,4,East,94.42
47,59.17,5,North,112.97
42,91.07,11,East,189.39
51,102.9,3,North,156.39
31,65.89,4,East,98.98
57,41.36,4,East,87.53
47,39.92,5,East,105.89
4,43.38,8,East,113.22
18,116.25,9,South,190.22
48,46.84,12,West,136.27
7,62.14,4,East,110.91
43,35.96,6,South,96.7
21,34.38,10,South,131.4
13,55.18,4,West,108.12
33,47.95,4,South,97.71
56,49.37,5,South,123.79
54,30.22,4,North,96.03
25,53.02,3,South,83.19
1,101.46,2,West,133.03
54,38.81,4,West,87.58
54,78.18,4,South,124.81
37,13.66,3,West,70.24
38,39.61,3,West,94.72
32,25.43,5,North,95.07
1,89.52,1,East,99.37
10,77.6,4,East,94.47
9,36.1,4,East,90.24
55,61.3,5,North,136.32
3,88.3,5,North,138.48
34,93.96,3,East,123.27
22,46.42,4,South,117.12
1,22.57,3,East,66.32
56,38.11,4,North,105.99
2,74.18,6,East,107.11
52,126.41,5,East,192.53
47,53.42,6,South,112.68
48,42.83,2,East,68.86
10,142.56,5,South,176.16
53,64.22,5,East,116.38
36,33.41,4,West,75.54
25,52.06,2,North,111.08
41,81.45,6,South,168.24
21,53.08,2,South,78.75
17,75.02,3,North,120.84
18,28.73,5,North,104.79
35,30.76,3,South,84.63
37,40.69,4,East,104.83
15,48.77,5,East,119.09
15,62.4,4,West,81.9
57,70.44,2,North,123.6
31,146.42,3,South,171.82
52,40.63,4,East,82.25
20,48.15,3,North,111.48
18,41.09,6,North,104.77
17,84.08,5,South,123.71
32,85.93,8,North,172.66
47,45.65,3,North,90.49
31,124.75,6,East,206.16
18,41.12,8,West,111.84
58,82.43,4,South,123.82
35,97.69,5,North,160.18
24,31.67,8,West,112.44
1,68.79,5,South,90.93
34,18.36,7,West,66.17
38,75.92,4,East,130.11
56,35.14,7,West,107.37
14,68.51,6,West,115.07
10,73.85,4,West,90.93
60,85.46,4,North,173.6
34,77.95,4,East,117.16
2,55.83,5,West,82.45
7,46.89,3,West,73.76
29,53.0,6,West,102.65
38,34.94,3,South,88.78
15,50.17,4,North,120.13
22,48.6,5,West,92.14
45,39.83,5,South,64.75
59,27.21,5,North,99.34
30,32.76,3,West,85.32
25,15.49,6,East,90.61
22,48.27,10,West,133.47
9,63.07,8,South,114.62
4,18.67,7,West,80.87
51,60.02,6,North,135.17
3,51.99,6,North,115.88
50,34.1,3,East,95.25
15,45.95,1,West,69.65
42,83.12,3,West,124.78
58,36.98,2,East,74.09
45,56.35,5,West,98.5
44,62.72,4,East,112.36
16,39.3,4,North,108.24
36,81.72,3,East,100.72
39,64.17,10,North,155.86
26,49.36,5,North,102.88
3,140.51,4,North,182.59
55,81.86,4,North,125.85
12,27.81,7,West,68.31
59,46.73,5,East,96.79
56,146.45,8,South,209.96
2,36.86,5,East,86.79
45,56.07,10,North,147.5
39,89.34,4,West,126.74
14,70.88,6,East,142.22
49,75.08,4,West,110.45
7,73.33,7,East,135.05
15,55.16,4,South,118.64
57,39.77,6,North,119.44
45,64.97,3,South,113.52
7,46.47,4,West,92.12
9,45.04,3,East,115.25
16,98.79,5,North,173.3
5,46.88,4,South,108.24
11,108.03,6,South,139.25
35,60.5,8,South,146.71
1,51.23,5,North,108.49
18,26.39,5,South,93.96
19,127.48,7,North,211.85
59,54.47,3,South,100.4
59,22.01,7,East,91.34
51,81.05,4,East,119.08
21,53.51,7,South,119.44
32,37.62,7,North,105.93
31,79.24,5,North,147.82
52,19.7,6,North,112.18
45,41.03,5,North,106.52
55,48.44,2,East,75.24
34,76.77,6,North,164.03
56,133.77,8,West,178.99
45,49.51,4,South,92.89
45,65.63,7,North,139.37
40,163.92,7,North,235.07
21,54.7,6,South,112.8
37,65.84,4,North,131.85
22,33.28,7,South,97.97
39,119.54,6,South,163.36
16,41.05,4,South,90.13
48,60.79,4,West,81.94
35,60.11,5,North,150.63
43,56.49,7,South,125.86
14,45.89,4,North,109.81
48,60.13,5,South,147.12
49,110.27,9,North,198.75
9,135.96,5,South,165.16
22,50.9,5,East,111.35
41,45.61,2,East,99.49
53,39.51,5,South,94.24
45,159.88,8,West,207.09
29,57.49,3,North,110.46
18,85.29,9,South,154.96
55,72.14,8,South,141.14
53,132.07,5,West,164.48
54,49.45,4,East,102.02
19,35.06,4,East,75.9
27,114.87,3,South,164.41
15,78.36,3,West,113.73
58,65.53,3,East,145.45
53,100.89,5,West,139.73
11,67.04,6,West,99.09
15,102.31,5,East,150.44
34,60.26,9,East,148.82
25,78.32,2,South,99.95
28,67.39,3,East,121.55
23,47.94,8,North,123.14
41,50.29,2,East,95.44
54,46.66,5,South,99.65
56,60.72,5,West,131.93
28,45.5,5,East,101.17
50,65.0,4,South,115.28
42,64.12,1,North,88.99
12,59.27,8,North,129.4
48,59.68,5,East,118.0
22,43.53,3,West,89.43
38,48.77,4,West,89.69
44,27.99,6,West,96.81
57,52.04,4,South,87.09
57,36.81,4,South,88.68
49,56.82,3,South,95.59
31,41.03,5,East,103.71
25,24.04,6,East,91.39
27,134.42,9,East,220.59
58,49.77,3,North,95.97
13,97.4,7,East,141.53
32,44.22,4,West,80.31
41,107.69,3,East,143.53
2,34.44,6,West,68.23
39,58.58,5,North,148.28
16,35.27,4,East,78.73
17,154.52,3,North,222.24
38,49.42,4,North,109.48
1,76.05,8,East,140.64
10,65.38,2,North,105.64
28,54.04,8,North,131.73
36,67.16,5,West,108.8
7,94.04,4,West,130.27
22,71.33,4,North,107.65
19,58.26,5,East,111.03
33,67.2,4,South,96.58
19,117.45,2,North,168.93
1,46.21,2,North,59.24
32,26.01,6,South,69.13
51,35.21,6,East,100.11
36,36.28,4,West,75.37
22,38.38,5,North,112.55
29,38.91,6,East,100.78
9,54.09,3,East,64.62
15,60.28,4,South,61.78
27,60.02,2,South,91.12
36,40.77,5,South,124.33
30,81.25,4,West,102.24
58,67.61,7,West,153.75
39,102.77,6,East,158.14
2,76.61,2,East,89.8
32,47.47,5,North,120.08
35,92.04,6,South,152.6
3,60.91,6,North,113.39
24,75.13,4,North,126.06
53,72.83,5,South,123.87
22,51.95,7,North,124.37
28,56.9,3,West,94.76
14,51.8,3,East,81.74
5,38.82,3,North,95.9
20,23.15,2,North,61.29
47,41.37,7,North,104.28
59,59.13,10,West,145.17
40,84.29,8,West,162.64
50,75.07,4,North,134.18
39,48.82,4,East,93.96
40,41.59,3,East,79.51
26,50.81,4,East,94.02
4,36.97,1,South,60.37
25,23.43,4,North,105.46
52,29.43,3,North,89.94
33,94.62,6,North,155.29
46,114.77,4,South,146.11
4,73.82,3,West,84.82
13,53.34,5,East,103.14
18,31.27,7,East,93.78
22,51.19,5,South,97.56
60,69.74,5,South,108.94
28,76.09,6,North,132.19
40,71.92,3,East,126.52
39,88.57,4,West,124.74
26,118.77,6,North,186.66
58,46.43,4,East,117.78
14,167.69,6,North,194.2
3,24.34,6,North,77.11
45,39.99,7,South,97.05
40,59.15,6,East,127.02
16,68.01,6,East,103.19
53,50.77,3,South,113.65
10,44.78,3,North,71.32
16,131.77,2,South,156.53
10,43.93,6,South,82.38
12,36.32,5,North,113.9
44,107.38,4,East,160.96
43,76.68,4,South,110.64
39,84.6,6,East,145.59
52,59.05,7,West,135.55
5,31.49,9,North,110.5
38,56.48,7,East,104.58
7,29.8,4,East,79.04
58,60.15,6,East,139.47
39,70.91,3,West,91.82
46,83.95,5,South,132.56
35,52.62,4,West,83.49
24,73.64,6,South,117.74
42,38.03,4,East,87.24
51,80.37,4,South,97.54
11,71.51,6,South,112.82
53,39.64,5,North,102.9
44,67.5,6,North,121.17
6,84.43,6,South,131.46
57,56.34,5,South,126.75
11,39.29,7,North,136.43
37,58.62,4,South,108.62
8,68.1,5,North,105.95
12,39.17,6,North,113.14
39,36.49,4,East,101.28
41,67.27,5,West,108.32
42,75.89,4,East,138.13
21,129.01,2,East,147.6
50,71.26,8,West,128.99
3,33.66,4,East,56.36
52,123.46,6,West,167.53
19,83.26,8,East,157.79
38,24.48,10,North,121.73
55,36.16,4,North,112.02
16,44.85,4,East,86.57
25,76.34,3,North,160.96
50,21.08,3,East,86.28
52,52.06,5,North,125.44
15,74.62,3,South,114.93
31,17.57,7,North,136.53
20,73.6,6,South,129.45
32,77.23,2,East,121.41
23,38.91,7,East,107.88
1,34.42,4,West,50.08
56,38.67,6,East,97.42
39,18.75,5,South,73.42
28,47.92,6,South,107.69
7,59.61,7,West,109.28
5,33.52,5,East,91.38
29,80.55,3,West,127.49
39,56.88,5,South,138.3
16,60.58,4,South,81.35
45,46.49,5,South,104.08
24,73.5,5,West,134.34
1,91.49,7,South,128.49
33,46.39,7,South,106.8
11,74.03,7,South,146.39
1,74.35,3,West,111.41
8,64.53,4,South,97.84
18,106.79,6,East,159.81
31,40.83,3,East,95.5
60,46.13,3,East,79.44
14,40.01,2,West,68.22
4,72.97,4,South,80.09
12,48.96,8,North,111.89
20,41.33,7,South,93.34
13,106.19,4,West,141.84
20,112.6,4,North,165.5
59,47.87,6,East,114.33
23,31.6,7,West,96.46
39,115.05,3,South,161.8
42,65.91,8,East,144.83
8,64.6,5,East,121.51
15,56.94,7,South,123.06
25,39.64,4,West,66.69
28,46.28,7,North,137.05
1,71.6,2,South,65.04
39,45.65,4,West,90.25
19,64.92,4,South,93.1
20,54.89,2,East,93.57
37,35.77,5,South,80.5
57,104.42,5,South,148.55
52,69.24,5,West,118.22
59,62.32,4,East,120.48
25,68.17,4,West,107.29
8,26.65,4,South,69.87
13,44.82,2,North,110.62
21,29.64,5,West,65.48
19,57.39,6,North,121.1
13,62.2,7,North,144.0
10,57.77,3,South,88.22
12,87.48,8,East,171.33
40,30.0,4,North,93.63
30,39.66,6,North,107.33
3,64.44,3,North,93.19
34,60.68,3,West,109.7
51,32.26,3,North,98.79
26,88.11,9,West,139.5
20,101.22,5,West,137.06
17,64.73,4,West,104.33
23,29.86,8,West,97.4
17,58.2,4,North,124.52
56,62.56,5,West,85.31
60,48.97,7,North,125.41
21,93.59,4,West,108.4
56,52.12,6,South,119.1
52,126.7,5,South,186.44
5,74.68,4,West,96.31
30,60.97,6,South,108.39
40,78.9,3,East,123.26
26,100.72,8,North,196.9
28,78.23,6,East,136.67
30,52.97,3,West,80.86
42,41.93,7,South,115.49
18,34.85,8,North,126.76
36,20.57,7,South,83.84
15,58.54,5,North,133.02
54,46.76,8,East,122.18
6,47.77,5,North,77.08
5,82.4,3,North,114.25
3,52.2,4,West,70.22
21,116.52,3,South,133.79
37,43.41,5,North,120.57
60,37.03,5,North,92.48
28,33.01,6,East,99.71
11,72.9,3,North,82.99
23,86.54,3,West,114.53
8,43.04,1,East,62.56
29,35.67,6,West,98.79
44,100.7,10,West,185.0
3,30.56,3,East,53.36
47,81.78,6,South,151.08
14,43.45,4,South,67.31
41,64.0,8,East,139.67
49,84.0,4,North,154.34
47,66.06,8,East,138.27
41,48.52,4,East,90.34
42,95.43,3,North,139.34
12,61.29,4,East,116.21
9,238.17,9,East,291.71
23,27.6,2,South,65.74
37,27.44,4,West,76.95
38,81.26,4,West,125.97
47,53.91,4,West,85.6
19,74.97,5,West,111.82
52,35.19,4,East,91.45
27,55.79,5,West,114.21
15,65.56,4,South,111.32
45,43.93,1,North,86.25
8,59.9,5,North,118.95
25,31.67,3,North,107.49
47,63.94,6,South,110.82
47,97.34,4,West,160.3
16,33.28,6,West,98.03
10,32.49,2,North,57.79
2,87.88,7,North,139.85
6,32.26,3,East,60.98
50,76.42,3,East,128.38
48,55.82,9,West,114.56
31,46.19,5,East,130.53
35,98.16,4,North,161.39
20,79.14,5,West,109.44
12,61.06,1,West,68.38
1,23.08,5,North,85.95
41,72.6,4,North,147.47
3,35.58,4,West,43.92
7,49.97,5,South,119.82
48,54.76,3,North,87.13
35,116.62,3,East,139.15
30,49.34,1,North,105.24
14,30.9,7,South,90.17
9,98.28,4,West,126.34
28,72.99,4,South,119.9
22,74.08,6,North,128.48
33,99.02,6,South,147.51
10,108.78,6,West,152.43
14,38.22,3,West,60.72
7,31.3,7,North,90.16
26,76.48,7,North,169.12
17,49.16,5,North,111.78
14,50.97,3,West,81.38
33,34.86,10,South,106.93
30,68.96,6,North,170.27
13,64.13,3,South,106.31
42,51.31,2,East,78.95
21,31.33,4,North,93.29
21,88.56,5,East,134.82
29,60.48,5,East,119.31
9,85.38,2,West,117.04
26,23.54,5,East,90.97
35,55.85,7,East,149.46
8,40.99,4,South,68.67
34,55.39,5,North,131.4
3,79.62,6,East,102.75
37,63.31,4,South,117.04
3,55.0,6,West,64.61
11,54.88,8,West,90.19
22,29.26,5,East,105.57
37,37.99,8,North,141.21
44,85.5,4,West,119.68
29,44.6,3,North,99.95
8,86.16,5,South,125.59
24,75.99,8,South,140.52
48,77.61,6,North,142.92
6,62.38,7,East,118.83
43,45.86,4,North,105.38
24,51.39,5,South,103.18
1,70.54,4,North,133.45
42,23.33,1,South,58.38
2,89.79,4,North,123.74
23,44.7,2,East,75.35
12,52.75,2,East,83.48
36,52.93,6,West,122.32
4,53.74,6,South,92.39
6,32.28,8,North,106.52
32,58.01,7,North,145.4
60,69.25,7,West,115.71
3,24.1,4,North,60.03
28,32.45,5,West,70.86
49,78.13,3,East,129.08
18,72.52,10,North,173.04
30,61.53,5,North,130.38
51,41.56,4,South,79.63
44,72.69,4,East,126.72
18,33.75,8,South,100.98
46,51.68,9,East,142.64
41,32.38,2,West,78.99
31,51.17,4,West,89.63
27,36.16,5,South,94.38
56,73.87,2,East,120.53
53,64.93,8,North,147.92
60,43.46,7,West,99.9
41,84.45,2,North,154.83
22,37.24,4,East,85.72
7,53.83,6,North,103.63
8,42.69,6,South,100.86
58,73.48,2,South,97.04
22,70.62,2,South,110.28
7,91.91,3,South,117.9
14,56.44,3,North,117.16
2,16.71,5,East,68.5
32,45.95,5,South,92.49
36,102.12,3,South,138.32
23,47.94,3,North,111.15
45,25.36,3,South,90.58
29,65.35,4,East,99.9
58,67.33,5,South,135.81
46,40.82,3,East,98.98
5,49.47,4,South,98.0
17,38.9,6,North,106.87
46,67.29,4,North,109.49
33,55.85,5,South,118.93
46,34.25,4,West,100.67
21,54.39,4,West,103.56
3,40.72,7,East,73.55
48,97.95,5,East,151.54
48,78.06,5,South,127.23
39,51.99,4,West,99.12
25,56.4,5,North,122.72
1,81.9,6,North,134.78
44,50.94,1,South,81.99
40,73.95,3,North,121.84
41,98.59,4,West,117.18
11,44.86,2,West,60.99
44,105.47,7,East,179.28
44,93.88,2,South,119.72
52,60.31,2,West,98.25
35,45.72,4,North,108.18
44,60.01,3,South,109.86
25,49.51,5,East,102.22
42,39.76,6,South,122.57
42,67.55,5,North,129.88
47,36.26,6,South,102.74
52,47.68,6,North,120.98
1,47.93,4,East,80.91
47,31.62,10,West,101.31
48,71.05,4,West,93.29
33,49.83,2,East,109.42
32,91.79,4,East,139.3
44,49.51,8,West,89.51
28,46.4,6,South,97.86
25,38.02,4,East,79.67
49,55.46,2,South,106.14
48,55.58,8,East,137.69
13,73.46,5,East,114.68
50,56.08,5,North,137.33
20,126.16,5,South,171.66
9,65.53,4,North,125.46
53,36.79,6,West,97.29
15,35.57,4,North,103.19
13,67.62,6,North,139.2
17,36.33,5,East,79.11
30,69.26,7,East,142.9
10,78.12,4,South,113.91
10,78.88,2,North,129.8
24,38.56,8,South,99.21
14,78.93,8,East,148.78
12,62.12,7,West,120.18
55,42.81,4,North,111.24
36,51.23,4,West,102.34
1,65.92,6,South,102.85
7,41.71,6,East,69.01
49,61.61,2,South,113.07
17,97.34,7,South,131.61
10,80.29,6,East,113.45
40,56.42,2,East,88.09
51,59.96,5,North,132.78
24,44.03,7,East,128.3
45,44.52,5,West,103.02
26,29.52,5,North,85.47
7,60.37,3,South,83.13
48,71.74,4,North,123.04
56,53.07,4,North,126.52
60,38.44,3,North,107.72
7,56.06,5,East,79.7
34,93.38,4,North,153.33
38,78.19,7,South,141.01
5,53.96,4,West,66.66
58,123.84,8,West,193.62
7,160.69,4,East,189.69
17,45.06,6,South,103.95
59,49.48,3,South,99.41
34,72.05,3,North,142.98
41,37.89,2,North,91.4
30,76.68,9,North,168.89
46,56.86,10,North,153.03
5,63.35,6,North,106.5
41,43.37,3,South,72.7
4,39.84,5,North,84.55
11,24.68,4,West,49.43
31,98.88,7,North,160.45
27,79.57,6,West,148.46
10,71.47,2,South,93.55
48,62.76,6,East,122.1
19,21.72,5,West,65.76
52,40.43,4,North,112.55
1,49.28,6,North,106.14
15,35.43,5,South,102.25
18,27.73,5,North,78.86
36,36.93,7,South,122.69
25,55.68,5,East,100.64
10,55.69,3,West,75.98
35,78.49,7,South,143.24
58,124.62,8,South,188.13
9,71.83,3,North,129.15
16,50.9,6,South,109.59
29,112.18,6,North,166.93
44,29.0,10,East,99.07
9,23.77,4,East,84.03
14,38.29,7,West,105.88
15,75.56,4,South,97.32
37,58.41,7,West,110.35
5,34.77,7,East,98.73
40,40.82,4,South,79.45
26,33.23,5,East,87.49
20,33.23,4,West,75.89
52,101.54,5,South,137.43
50,51.55,4,North,124.84
49,110.81,1,North,175.48
54,38.24,5,East,96.24
15,66.45,6,South,97.16
52,59.79,3,West,103.79
11,77.62,6,East,123.85
20,60.45,6,West,93.31
34,80.97,7,West,119.72
45,68.15,6,South,138.41
35,35.29,6,North,106.69
34,73.19,4,North,133.56
23,52.39,8,South,120.96
36,40.02,7,North,127.45
29,72.07,5,East,123.82
29,78.93,5,North,136.16
36,45.0,7,South,110.12
37,47.45,5,East,97.59
20,31.35,7,West,112.65
9,26.53,5,East,86.16
18,49.55,4,East,112.98
25,74.95,2,East,110.2
10,43.41,3,East,82.41
11,96.65,5,West,139.75
58,50.3,2,East,103.82
17,50.38,2,East,72.72
45,48.64,2,East,100.04
8,80.85,4,West,108.25
59,37.2,6,North,152.99
13,51.85,1,East,71.59
24,43.86,2,North,107.31
47,43.61,6,North,105.11
13,55.37,4,South,95.79
33,52.18,2,East,83.81
48,83.15,3,East,154.91
2,54.36,3,West,82.99
2,68.17,6,East,102.83
48,58.5,1,South,94.87
16,95.73,2,East,130.35
55,48.38,8,East,132.66
56,48.43,4,West,84.41
53,73.55,7,East,126.71
60,48.12,3,North,96.53
50,66.64,5,North,113.55
24,139.1,10,East,222.55
60,36.91,7,South,98.3
21,100.75,8,East,161.21
36,44.84,8,North,133.07
1,93.23,6,North,166.09
58,71.84,5,North,145.05
36,69.42,5,North,128.67
57,51.4,7,East,124.64
22,49.39,7,South,113.01
19,40.9,6,North,109.58
32,54.74,7,North,143.06
52,50.73,1,East,87.79
33,58.93,4,South,105.57
48,31.05,5,East,109.36
13,55.09,7,South,125.99
47,90.47,4,East,131.04
44,79.65,5,West,115.16
54,55.1,5,East,118.7
4,152.17,5,South,182.55
24,43.34,5,West,92.86
6,52.74,4,North,87.95
25,30.56,5,South,81.08
46,46.46,5,East,114.32
39,111.62,4,West,150.87
46,47.17,6,East,79.08
45,29.63,4,North,77.12
60,77.39,4,North,139.64
53,63.8,5,South,109.81
36,76.12,4,South,141.94
53,48.48,5,South,96.44
3,36.49,4,South,76.08
44,50.73,8,North,134.61
32,68.17,8,North,161.19
58,53.04,4,South,114.18
31,63.76,8,North,154.03
11,44.05,8,East,115.75
44,64.72,6,South,115.07
58,54.53,3,West,88.48
1,41.17,10,West,108.55
4,57.74,6,North,122.13
40,46.77,5,South,103.82
34,69.89,6,North,147.32
33,77.42,5,North,157.11
6,66.73,5,North,117.57
35,28.39,6,North,109.25
35,37.12,4,North,100.55
51,42.32,3,North,110.35
24,39.7,6,West,98.09
21,43.94,6,West,87.62
5,79.05,4,West,108.31
35,72.2,4,East,132.5
39,46.08,10,North,140.31
17,69.18,9,North,163.22
44,62.27,5,South,119.31
57,53.89,7,North,146.7
11,86.43,4,North,124.53
35,41.91,6,North,140.19
42,55.76,4,South,95.88
2,35.86,7,West,76.94
11,36.56,4,West,62.89
24,31.68,7,East,99.24
9,36.81,6,South,74.58
22,56.44,9,South,113.12
9,48.38,10,East,124.67
54,49.01,5,East,128.56
36,48.44,6,West,114.44
20,110.95,7,East,169.31
47,34.64,7,North,129.39
2,33.19,8,South,83.39
36,38.93,5,North,95.45
42,53.05,7,West,136.37
49,67.08,6,East,144.73
14,69.93,6,West,141.93
36,79.67,5,West,99.3
47,52.28,6,South,115.55
48,46.59,6,South,126.55
11,104.94,4,South,144.69
59,17.93,5,North,90.83
17,55.99,6,West,106.08
24,64.85,6,South,127.44
12,115.52,5,East,161.11
9,28.1,7,West,108.63
16,46.15,3,South,94.66
9,31.72,2,South,60.34
44,26.59,4,South,76.44
36,50.31,6,North,131.05
24,76.19,4,East,106.54
33,88.45,4,West,127.56
37,44.13,11,North,156.97
12,71.28,5,East,121.15
18,50.45,3,South,73.75
53,68.21,5,West,109.03
1,86.64,7,East,141.62
58,50.52,7,East,119.21
58,84.0,5,West,161.35
16,33.61,5,South,93.66
20,70.99,3,South,105.26
13,82.56,4,East,115.98
34,79.21,4,South,107.89
13,33.99,5,East,88.26
48,50.28,4,East,114.12
24,61.61,6,West,129.5
59,65.18,8,South,140.06
52,57.19,7,East,104.68
25,96.71,6,South,156.26
36,32.52,3,South,91.28
2,49.6,6,East,89.85
5,27.8,1,East,42.3
31,70.0,4,North,138.97
29,68.16,5,West,123.96
24,208.4,7,South,257.99
6,82.31,5,South,135.11
51,62.34,7,East,128.75
25,60.46,7,West,136.25
29,48.1,4,South,95.17
25,57.52,4,South,100.46
30,60.98,6,West,107.36
39,24.88,3,North,101.0
46,59.07,3,North,122.58
33,56.85,4,North,133.25
10,110.12,4,East,162.56
53,51.8,5,South,89.11
18,40.2,4,North,88.68
1,60.79,5,South,88.57
3,56.25,6,East,93.23
47,51.82,4,South,89.43
24,32.73,6,East,101.18
2,51.29,2,West,45.52
49,43.31,4,North,105.82
19,50.07,3,North,115.06
59,73.18,5,South,140.65
53,41.69,3,East,105.62
3,49.97,6,South,86.27
42,67.79,5,South,95.68
37,49.02,5,South,100.44
11,155.04,9,North,208.08
21,60.31,4,North,115.07
30,33.22,4,South,89.55
9,39.03,2,North,67.86
44,37.49,5,South,108.87
17,39.25,3,South,104.26
57,67.68,2,West,133.81
49,35.07,8,West,88.16
39,47.82,4,North,137.94
8,86.24,5,South,131.93
2,44.35,7,South,90.52
9,71.42,7,North,132.75
30,27.85,6,North,98.86
47,47.08,4,West,78.54
10,38.31,5,East,84.27
43,61.55,5,West,116.95
3,36.09,4,South,65.09
16,124.94,3,North,172.44
36,28.34,7,East,112.17
50,86.0,6,North,156.11
47,77.58,2,South,105.89
32,61.8,2,West,93.77
3,55.8,5,West,98.98
18,114.66,3,North,157.34
48,146.7,4,South,189.86
5,50.25,4,South,88.21
43,58.15,7,East,136.89
43,43.77,4,North,110.66
46,34.2,2,South,74.09
14,65.71,5,North,121.68
15,60.33,5,East,105.89
12,28.67,6,East,104.11
24,65.52,6,East,128.28
32,61.15,7,South,110.17
8,42.93,11,South,139.59
35,41.82,5,East,96.72
15,64.68,5,South,107.35
34,103.91,8,East,171.82
19,64.03,5,North,130.57
58,74.6,6,South,144.59
20,39.14,2,South,64.33
53,46.26,8,East,121.83
11,69.63,4,West,90.25
6,31.71,2,South,64.43
12,59.32,8,East,113.39
26,66.51,4,North,142.36
55,53.76,5,East,114.74
11,62.04,5,North,122.75
48,55.88,8,North,133.73
42,42.57,8,South,109.9
21,34.08,5,South,87.62
21,52.66,4,North,114.72
57,92.0,8,East,175.88
43,82.25,5,East,154.53
15,47.55,8,West,119.19
55,47.16,6,North,114.3
25,45.79,6,North,142.68
5,45.79,7,South,104.67
49,61.26,6,South,118.61
53,83.35,6,West,126.9
27,134.98,3,East,165.72
43,39.18,5,North,121.24
